Airlines,Name,Location,Date Published,Text Content,Seat Type,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Value For Money,Recommended,Ground Service,Wifi & Connectivity
emirates,S Robert ,2020,2020-02-16,"Not Verified |  I've flown business class (as well as premium economy) many times on long-haul flights between Asia and the US, on a pretty wide variety of airlines. For my current trip, there appeared to be a reasonably good business class fare (but not the best fare among all airline selections) to NYC via Dubai on Emirates, apparently because of a long (7+ hour) layover in Dubai. Even though it wasn't the best business class fare available among all airlines, and the layover was longer than I'd prefer, I chose Emirates based on their reputation. However, Emirates doesn't inform you when purchasing the ticket, and you don't find out until you arrive at the airport in Dubai, that this business class fare does not include any lounge access. So, you basically get a slight discount on a business class fare, but no business class lounge access during a 7+ hour layover. Also, on the Emirates 777-300ER, the business class seat does not actually lay flat (its angled quite a bit), and the leg / foot section of the seat when extended is rather flimsy. Unless you have a child-size body, it's quite difficult to get comfortable for any actual sleep on a long haul ""business class"" flight with the type of seat that Emirates installed on the 777-300ER. Based on my actual flight and in-airport experiences, I'd rank business class on other airlines much higher than Emirates business class. For long haul travel between Asia and the US, I'd even rank Philippine Airlines business class in a higher category than Emirates, particular because Philippine Airlines business class fares are typically several to many hundreds of USD cheaper than Emirates best business class fares, and you aren't subjected to any undisclosed trickery relating to business class lounge access. I'll avoid Emirates in the future, for sure - Emirates is way overpriced for what you actually get. Come to think of it, for a route between Asia and NYC through the Mideast, I'd have to say premium economy on Qatar Airlines is a much better value for the money, with a reasonably good comfort level as well as excellent service, as compared to Emirates business class.",Boeing 777-300ER,,,,,3,False,2.0,3
emirates,Michael Gardiner,2020,2020-02-12,"Not Verified |  Manchester to Denpasar Bali via Dubai. A faultless flight. Chauffeur pickup on time, good lounge at MAN, both flights on time, professional and helpful cabin crew, excellent food - red snapper on MAN/DXB leg was restaurant quality. I found the seats very comfortable on both aircraft. I appreciate that some do not like the slight incline of Emirates' lie-flat seats on the 777 but it's never bothered me and I had 6 hours' sleep on the leg to DPS. For me, this is exactly what flying should be.",A380 / Boeing 777-300ER,,,,,5,False,5.0,5
emirates,Suzette Jackson,2020,2020-02-11,"✅ Trip Verified | Male to Dubai. We boarded our flight and proceeded to wait on the tarmac for 3.5-hours! The flight was then canceled but because we started calling customer service while on the tarmac we were 2 of 300+ people that were able to get on the next flight which then waited on the tarmac for 1 more hour making us miss our connecting flight which then made us miss our next connection. The worst part was when we got to Dubai we had a 5 hour layover until our next rebooked flight. Emirates wouldn't get us a hotel because it was less than 8 hours and they wouldn't let us in their lounge because we weren't business class. We sat at the airport 2 hrs for our flight, we sat on the tarmac for 3.5 hours, then we sat on the tarmac for 1 hour, then we sat on the flight for 4 hours and got to the airport and were told there was no compensation, no accommodations, no customer service. We needed to sit at the airport for 5 hours until we could sit on our 14-hour flight. We spoke w, 3 different representatives, at different counters as well as customer service on the phone and Emirates refused to take any responsibility for 2 extremely late flights and the nightmare we were going through. I heard Emirates was nice and took care of their customers but that is definitely not true.",Couple Leisure,,,,2.0,3,False,3.0,2
emirates,Z Chan,2020,2020-02-08,"✅ Trip Verified |  Shanghai to Gatwick via Dubai. I bought an Emirates student fare one-way ticket as they promoted in China, so the value for money is relatively good. I initially just wanted to use it as an opportunity to experience A380 (my first impression of Emirates at that time) as well as avoiding more expensive one-way fare of British Airways, but it turned out that the flying experience was really more stable than  other planes I had experienced, and the touchdown on the runway was also the best experience in my lifetime. The seat was a little bit too narrow for me, so I gave only four stars. The meal was really delicious and fitted well to my taste.",A380,,,,,5,False,4.0,5
emirates,M Lamedovic,2020,2020-02-08,"✅ Trip Verified |  Brisbane to Zurich via Dubai. After hearing nothing but great things about Emirates I have been left so disappointed. Our first leg from Brisbane to Dubai started with them not giving my 7 year old daughter her meal. Not only did they forget the first meal of the 14hr flight but I had to ask them again for the second meal. Approximately 4 hours out from Dubai the oxygen masks dropped from the panels above. After 15 long minutes we were advised that they thought it is a technical issue. Passengers were then asked to fold up the oxygen masks as best we could and they were left hanging in front of us. Following this there was no in-flight entertainment or service for the remainder of the flight. No compensation was offered and staff seemed more concerned about passengers who were recording the incident. After our horrendous flight and poor service from Brisbane, I asked at Heathrow about an upgrade and was told flights to Brisbane were fully booked. This was not true as the Dubai to Brisbane leg was half empty and many people had three seats to themselves. The check in procedure at Heathrow we had to use the self service machines and this was not made clear until we had already queued for 25 minutes. There were no toilets in the lounges at Heathrow and Dubai which meant that once you had shown your passport and ticket and gone into the lounge you had to go back outside to the toilets and then queue again. Our flight from London departed at 9pm. My daughter didn’t end up getting her meal until 11.50pm. It took them 2.5hrs to commence the meal service. The flight from Dubai to Brisbane was no better. My 7 year old needed to go to the toilet as soon as we got on the plane and the toilet hadn’t been cleaned. My 7 year old fell asleep on take off so I asked if her meal could be kept for later when she woke up. I was told this was not a problem however when I asked for it 7 hours later I was told we she couldn’t have as they couldn’t reheat it. I then had to ask if I could at least get the other food that didn’t require being reheated. The customer service on three of the four flights was absolutely appalling. The flight attendants were not pleasant and friendly.  On one flight I pressed the buzzer for some water due to my daughter being asleep on me and no-one attended at all – the plane landed 1.5 hours after I pressed the buzzer and we disembarked. I could not get over the amount of time the seat belt signs came on when there was barely any turbulence. On top of this, the excessive amount of time they kept the seatbelt sign on when there was no turbulence was ridiculous. At one point it had been on for over one hour and my daughter needed the toilet. We got up to go to the toilet and I was told I would be going at our own risk.  It felt to me that they kept the seat belt sign on for an extended period so the crew got out of doing work. I have travelled extensively for the past 20 years and Emirates is the worst airline I have ever flown with. Do not waste your money. I will never fly with them again.",Boeing 777‐300ER / A380‐800,,,,,3,False,1.0,1
emirates,V Masalla,2020,2020-02-08,"✅ Trip Verified |  My last trip was in January from Bengaluru to Rome and back, via Dubai. The flight from Bengaluru to Dubai on 29th January, good service, food and punctuality. However, the best service that I ever got on Emirates till now, was on the Dubai to Rome flight, EK 97 on the same day. The flight departed on time, cabin was clean and the cabin crew was very much on their toes to serve the passengers. I would like to particularly appreciate the service by the cabin crew Anthala . I know it is very difficult for the cabin crew to be smiling and go about their job with long hours of flying and adjusting to time differences. I would like to thank and appreciate the service provided by her on this flight. On the return flight from Rome to Bengaluru, the service on the flights was not up to the standards of Emirates.",Boeing 777-300 / A380,,,,,4,False,4.0,4
emirates,Riccardo Micci,2020,2020-02-07,"✅ Trip Verified |  Bangkok to Cape Town via Dubai. All 4 flights departed on time. On board service good. Food inedible. Ordered vegan meals which were terrible. Dinner ex Bangkok was rice with peas, carrots and mushroom.  Totally unimaginative meals. Surprised to get an amenity bag on the Dubai to Cape Town sector.  Hot towel also handed out on same sector which is something i haven't seen for a long time. Overall a good experience except Emirates must look at the special meal quality which is very poor.",A380 / Boeing 777,,,,,1,False,3.0,3
emirates,K Marnyash,2020,2020-02-07,"✅ Trip Verified |  Kolkata to New York JFK via Dubai. I am totally disappointed with their service. During check in when I asked to provide a seat near to my family members (traveling on the same route, but different PNR), the check in agent did not replied anything, but issue the boarding pass with the seat which was randomly assigned 48 hrs prior to the departure. However, the DXB-JFK flight was almost empty, so I can sit with my other family members. Food quality as well as quantity was tremendously poor. They served one meal just after taking off from DXB and another meal just before arrival in JFK. No other meal in between for this almost 15 hrs journey except a biscuit size pizza slice.  I pre ordered hindu non veg meal. During food service, I informed the cabin crews about my change of seat, but one crew served me a packet saying Hindu non-veg meal which was not hindu meal. My all other family members got different foods in their hindu meal.  The most confusing in the  journey was Emirates hotel policy. I booked a ticket from Emirates website with fare basis economy saver and 13 hrs stop over in Dubai having no shorter connection. My family members purchased same economy save ticket with almost same fare but from agents and they got Dubai Connect voucher. I suggest Emirates to provide the hotel eligibility during the booking process. Probably, I would not book via Emirates website then. The only good thing in the journey was availability of wheel chair in all airport.",Boeing 777 / A380,,,,,2,False,4.0,4
emirates,P Brown,2020,2020-02-07,"✅ Trip Verified | I had endured a very busy trip to Dubai and really needed to relax on the flight back to the UK. The whole crew were the best I’ve ever flown with. They were happy to be of service to even the most demanding of passengers. I enjoyed a drink in the bar, a super lunch and relaxed all the way home. It surpassed my needs and expectations by some margin! Bravo to all the crew. My most relaxing and enjoyable flight ever!",A340,,,,,5,False,5.0,5
emirates,L Irving,2020,2020-02-04,"✅ Trip Verified | Customer service and good hospitality has gone out of the window for this money grabbing airline. Emirates airline failed to provide a refund for a ticket I paid for my 87 year old grandad who refused to fly on a 13 hour delayed flight. On the 13 hour delayed flight they looked after us in the UK but on the delayed 12 hour stay in Dubai they didn’t even offer us a bottle of water at the airport and then sent us to a terminal with no baby changing facilities or services for a 6 hours. I paid for a sub standard lounge myself out of necessity for my family but Emirates refused any hospitality or compensation. Inflight food was horrible. On the return journey the scones, clotted cream and jam was acceptable but the rest of the 6 meals we had on the other 3 flights were horrible. Emirates beef and mash - meat was too large and overcooked to be edible, sauce saltier than sea water and a salad of sweetcorn. Emirates directly employed staff are great but third party ground handling staff are horrible. No customer service skills at all shown in Mumbai. They didn’t even offer a buggy for my child in a massive airport and then went on to charge me an extortionate amount for 17kg excess baggage. No hospitality in Dubai, forget a lounge, no information communication or water when delayed with a family. Their profit grabbing has lead to a simple burger and fries meal costing £20 for 1 person and a sub standard lounge at £180 at my expense! By far the worst airline from the airlines I have been on: Etihad, Lufthansa, Singapore Airlines, South African airlines, Air India, Turkish Airlines, Indigo, BA and Cathay. Contact customer service and receive nothing citing rules where they can basically extortion money from trapped passengers. Ridiculous, never ever again.",A380,,,,,1,False,3.0,5
emirates,Yew Heng Hum,2020,2020-02-04,"✅ Trip Verified | Venice to Dubai via Singapore. One or two of your female flight attendants when serving did not talk to the passenger. One lady attendant just simply waited for me to ask the passenger next to me what she wanted for her drink. Some of your staff were really quite unwilling to even say ""Goodbye"" or ""Thank you"" when we were leaving. This is really unacceptable in the service industry. Several years ago, I find Emirates to be really good. I cannot say the same now. Really sad that the service standard has depreciated so much.",Boeing 747,,,,,3,False,3.0,1
emirates,D Gordon,2020,2020-02-03,"Not Verified |  Cape Town to Manchester via Dubai. I have had 4 journeys and 8 flights now with Emirates. This time from Cape Town to Dubai which is over 9 hours. The seats are uncomfortable for such a long flight, the food is pathetic and the snack isn’t worth serving. The service is non existent and if you want a drink of alcohol you have to call or go to a section in the aircraft where you have to ask. Our terminal transfer on the way back was a 10 minute walk and a 15 minute bus. Be very careful as Emirates have got far too big and service is now very poor.",Couple Leisure,,,,1.0,4,False,1.0,1
emirates,Shakil Farid,2020,2020-02-03,"✅ Trip Verified |  London to Dhaka via Dubai. Awful service between Dubai to Dhaka. They treat the customers really badly in that sector . We were not even allowed to take 1 hand luggage which was within the 7kg. When I questioned politely why we are not allowed to take handbag onboard, I was threatened that I shall not be allowed to board and should go at the back of the line as I have missed my chance to be boarded.",A380 / Boeing 777-300,,,,,3,False,3.0,2
emirates,M Mirhan,2020,2020-02-03,"✅ Trip Verified |  Dubai to Islamabad. I upgraded my return from Dubai to Business Class and to get lounge access in Dubai. In a nutshell, my experience of the lounge and the flight was underwhelming. The Emirates Business Class lounge at Dubai airport, although huge, is dated and so big that it becomes inconvenient.  Huge, but so convenient to navigate so one has to keep walking, hoping to find anything. The food was average. The service was courteous. The flight was not even 3 hours but what really made it an unpleasant experience was the attitude of the air hostess serving my side. The welcome on board was anything but warm. I thought, maybe they are busy and it will get better. I am short and had a heavy backpack and a duty-free shopping bag in my hand. I was struggling to open the overhead bin but she did not offer to help me or open the bin for me. On the contrary, when I asked where to put it she just gestured and ignored that I was in a pickle. Thankfully, a fellow passenger got up to help me. The air hostess's attitude continued for the rest of the flight - once she was passing by and I stopped her for a glass of water and she almost did an eye roll when she stopped. I did not pay extra for this. Honestly, my experience with Emirates Economy when going to Dubai was better than this. The biggest turn off is a staff with an attitude. Fine, they probably do not like the Dubai to Pakistan sector but that is not my fault. We pay a good amount and honestly, it does not take much to be nice and courteous. So disappointed, especially when I thought Emirates business class would be the best experience. The 2-3-2 configuration is poor, the wifi never worked,. Going to avoid this from now onwards.",Business,,,,2.0,3,False,1.0,2
emirates,D Zamir,2020,2020-02-01,"✅ Trip Verified |  We had a flight from Tehran to Auckland via Dubai in January 2020. Due to the Ukrainian flight crash, our flight was rescheduled twice by Emirates, which means we had to have 20.5 hr of stop in Dubai. We called the airline office in Tehran to see our options of accommodation in Dubai. They said yes due to a stop longer than 13 hrs the airline must provide accommodation for you but they didn’t have access to the hotel booking system and asked us to address this issue in emirates airline counter in Dubai airport. We arrived in Dubai and asked about the hotel booking option. Surprisingly they said we cannot have any accommodation provided by airline, and it is not their problem! We had arguments about the airline policy and they were refusing to show us the policy and just giving us some wrong information that it is in their policy and they cannot provide accommodation. After 2 hrs of discussion and argument, they finally provided a twin room for three people. We were really disappointed. I had a surgery on my neck about two weeks before the flight which and had to ask the cabin crew to open the head locker for me. I asked one of the crews for the first time, he opened the head locker for me and said “don’t ask me again to do that for you, I’ve got back pain!”. I won’t fly with Emirates anymore.",Couple Leisure,,,,3.0,4,False,1.0,2
emirates,Javeed Akhter,2020,2020-01-31,"Not Verified |  Chicago to Hyderabad via Dubai. My wife and I bought business class tickets from the airline directly. After getting the boarding pass we wanted to go their lounge. We were informed that we are not allowed to use the lounge as we had a different category of business class ticket, I have traveled in business class on many airlines and this is the first time we have been denied lounge privileges. Buying a ticket on sale means we get the same Privileges for lesser money. We felt like we were economy class passenger. We are determined never to travel Emirates again.",Boeing 777-300,,,,,3,False,2.0,5
emirates,Paul Mercer,2020,2020-01-29,"✅ Trip Verified | Bangkok to Birmingham via Dubai. Two seamlessly-efficient A380 flights. Although both with the older versions, with the slightly curious bar area, the cabin crew were excellent – efficient, courteous and chatty. The Emirates lounge in Bangkok is excellent with a good selection of food and drink, including champagne, and boarding was handled efficiently with business passengers having their own line. As ever with this route, the Wi-Fi connectivity varied – at times it was very fast and others did not work at all. Food on the flight was tasty and the crew were diligent in ensuring that glasses were topped up. The connection in Dubai was easy, without any terminal change, and the lounge gave easy access to the aircraft. On arriving in Birmingham, our bags were waiting on the carousel before we had progressed through the slow immigration process.",A380,,,,,5,False,4.0,5
emirates,P Nzuza,2020,2020-01-29,"✅ Trip Verified |  Johannesburg to Phuket via Dubai. First time on Emirates and expected the outstanding service and comfort that  friends have been talking about. I did not experience that. On both legs, crew was unfriendly and not very welcoming. The senior crew member on the outbound leg was exceptionally kind, but for the rest of the team it felt like they were just fulfilling a duty. On the return flight, the crew member got my drinks and food order wrong twice - and when I pointed it out, she looked annoyed as if it was my fault. Having flown with many other airlines before, I still rate Qatar Airways top, and Swiss as my second best in terms of quality of service, quality of food and overall customer experience.",Boeing 777-300,,,,,2,False,2.0,2
emirates,Daniel Rubiniak,2020,2020-01-26,"Not Verified |  JFK - MXP - JFK, back and forth on an A380 with Emirates. Fantastic service starting from the ground at the check in counters (in both MXP and JFK) to in-flight. Spacious seats, good in flight entertainment and nice array of drinks offered. Only point with room for improvement are the meals - reasonably good but not on par with all the rest.",A380,,,,,4,False,5.0,5
emirates,Aidin Azimi,2020,2020-01-26,"Not Verified |  Hamburg to Tehran via Dubai. We flow with a baby. On the ongoing flight it was not as we expected. Staff were not so welcoming and equipment was bad. There was a bassinet which was too high that you have to stand up to be able to see the baby. There is air conditioning which blow air directly to the baby and there was a huge tv directly on top of the bassinet which changes the view every minutes and in the night it annoy the baby. When bassinet were installed it is impossible to use table to tv. There is a trolley on airport but it is not suitable for younger than 6 month babies. There is no gate check for your own trolley. They do not accept it. I contacted and asked if i can checkin my carry on luggage which is so common for other airlines, they said i can but while getting boarding pass they did not accept it, so i had to go with 3 carry on luggage and baby seat in. Over all the going flight was not good. On the way back the first flight was delayed and i had less than 40 minutes to catch next flight and staff was helpful. Even though the flight had 50 minutes delay in take off. The return flight was better and we had better seats but tv and airconditionning issue still the same. Another annoying issue was staff does not know anything. Every question you ask they will reply the same, i will ask and let you know which never happened. The only flight which staff was helpful was from Dubai to Hamburg. The rest of the staff was not good.",A380 / Boeing 777-300,,,,,3,False,3.0,4
emirates,R Krijnen,2020,2020-01-25,"Not Verified |  Flew Dubai to Denpasar return. Overall dissatisfied mainly due to the limited amount of drink runs provided by staff. The flight is over 9 hours long plus being stuck on the tarmac on the outbound flight from Dubai and only three rounds of drinks are provided! So only one drink every three hours which is simply unacceptable. Meanwhile the inflight entertainment warns you to drink sufficiently, making you even more frustrated.",Boeing 777,,,,,1,False,3.0,1
emirates,C. Cukrov,2020,2020-01-24,"Not Verified |  New York to Perth via Dubai. Our outbound was delayed from Newark and I was concerned on our entire flight that we would miss our connection in Dubai. The host assured me Emirates had the ability to hold any flight for up to one hour, and that we would make our connection. We arrived only to find we had missed our connection by 20 minutes. We were devastated, as this was the only flight out that day, and were told we would have to spend 24 hours in Dubai. There was no one on the ground to help us, so we made our own way to customer service. The staff were rude and completely unapologetic that we would lose 24hrs from our vacation. They told us to go to the hotel and didn't give us any guidance as to how to get our baggage, or even where our baggage would end up. The flight they rebooked us on allocated us seats at the back of the plane, as if losing 24hrs wasn't punishment enough. We then spent a further 3 hours at the airport, trying to get our seats moved and also secure our baggage. Even more concerning than all of this, there was no guidance around what it meant to enter the UAE and what we should be careful of medication-wise. When we went through customs to enter Dubai, they searched my bag and started questioning myself and my husband for sleep medication I had with me. It was incredibly disturbing and made even worse later finding out my husband had both Benedryl and pseudoephedrine - two over the counter drugs that are jailable offences in the UAE without a prescription! This is a complete lack of duty of care by Emirates.  This is disgusting behavior and not what I expect of what is said to be a premium airline. The above, and the complete lack of empathy I received from Emirates staff has been a completely awful experience. Emirates should be ashamed you are charging the fees you charge for this type of treatment.",Couple Leisure,,,,1.0,2,False,1.0,2
emirates,H Anderson,2020,2020-01-24,"✅ Trip Verified | Perth to London via Dubai. This is the first time I have flown with Emirates  The staff were all so friendly and knowledgeable. I flew in Economy class, and it was still very good. The cleanliness of the lavatories and the aircraft was above the standard. The food was also very nice. Only negative for me is the WiFi.",A380,,,,,5,False,5.0,5
emirates,M Peele,2020,2020-01-24,"✅ Trip Verified |  Birmingham to Bangkok via Dubai, excellent flights on new A380 aircraft. Cabin crew were friendly, efficient and ensured that we received excellent service. One criticism – which was shared by other passengers and indeed cabin crew we spoke to – is the appalling choice of music played when boarding the aircraft. We heard a number of songs dating back to the 1970s and 1980s which we had hoped we would never hear again. Although boarding was efficient, exiting was more chaotic. The problem is that both business and economy passengers are converging on the same exit which meant that it took an inordinate amount of time get off the aircraft. Why pay for a business ticket if you can’t enjoy the advantages?",A380,,,,,5,False,4.0,5
emirates,A Marshidah,2020,2020-01-23,"✅ Trip Verified |  Singapore to New York via Dubai. For this trip to JFK we decided to travel 1st time with emirates. On the departure date the journey was more than 21 hours from Singapore. The staff in the plane were arrogant and unhelpful. They were unwilling to help even for taking hot water for my other baby to make milk. Imagine requesting for hot water for baby milk (1st time on to the flight) and was greeted with an unhappy face from the crew. This is not during the period where everyone were required to remain seated. We are family of 8. Our baby 24 mths old and 4 mths old were not making things easy. The staff was rude to us from the start.  We were not demanding passenger nor were we rude at any time. We had on many occasions called them by pressing the button but at all times nobody came to our seat to attend to us. This is far from what we called excellent service coming from an international airline.  They told us to put up the hand carry luggage ourselves when my 13 yr old daughter had difficulties on 1 occasion. On another occasion there were clean pair of socks on the floor and they told us to clean that up. I was appalled by the choice of words they used. They even make unhappy faces when we requested for drinks as kids were thirsty. I am not a big eater but even i find that the food provided was insufficient in portion. We should have been served a proper meal for the last meal but instead we were given a small piece of pizza. As we were all very hungry on that day and Halal food was difficult to find at JFK airport we had to travel very far to have our meal at Philadelphia, the only place we know there were authentic halal food. This is from my experience. I was never required to send a feedback on service by an airline but our experience on 24 Dec with Emirates has left us so disappointed that we have no choice but to write this review.",Family Leisure,,,,3.0,3,False,1.0,1
emirates,Matthew Phillips,2020,2020-01-23,"✅ Trip Verified |  Stansted to Singapore via Dubai. The flight was long and arduous due to flooding at Dubai airport. This was obviously out of Emirates control. However the lost my bag, and as I was travelling on official business I was forced to purchase a replacement suit and medication. I first rang the emirates number in Singapore and spoke to an individual who told me they would email about the case. No email arrived. A week later I was passing through the airport again and went to the Emirates desk. The member of staff was incredibly rude, and informed me it was nothing she could help with (in fact she just sat shaking her head for most of the conversation). I then rang the Singapore number again and the member of staff informed me I would have to complain. I explained that I did not want to complain, but was just looking to have a normal conversation with a member of staff. The cost of the replacement clothes was modest. Anyway, I then used the feedback form online to send my request, and received nothing back after 3 days. Emirates do not provide an email address. My next step was to speak with someone on online chat function, who informed me it could take up to 30 days to respond to my complaint. I expressed incredulity at this number. My only conclusion is that Emirates does not do customer service - unless that is, you want to buy a business class ticket. It has been a very frustrating and sorry affair. The lack of clear information, mixed messages, is very frustrating. Individual members of staff seem to have no authority to deal with a problem, which speaks to a dysfunctional and frustrating work environment.",Solo Leisure,,,,4.0,5,False,4.0,3
emirates,Anton Gots,2020,2020-01-22,"✅ Trip Verified | Hong Kong to Paris via Dubai with Emirates. Had great 6 days stopover in Dubai. Value for money! The best entertainment system on board for sure. Loved their live TV, but unfortunately it is not available on all flights. Meals are just okay, service is slow and disorganized. They take out blankets and headsets from the people 40 minutes before landing, while people moving to the toilets up and down aisles and it creates such a mess in the cabin.","Boeing 777-300ER, A380-800",,,,,3,False,5.0,3
emirates,Anton Gots,2020,2020-01-22,"✅ Trip Verified | Paris to Hong Kong via Dubai with Emirates. Great on board entertainment. Good seats. Spacious A380. Meals are just okay, they tend to run out of options frequently. Service is slow and disorganized. It's different from flight to flight. They take out blankets and headsets from the people 40 minutes before landing, while people moving to the toilets up and down aisles and it creates such a mess in the cabin. I really don't like those forceful advertisements before landing in Dubai. There are too many of them, too long, too noisy!",A380-800,,,,,3,False,5.0,3
emirates,S Deane,2020,2020-01-22,"✅ Trip Verified |  Lisbon to Sydney via Dubai. The connection flight was overbooked, they did not allow us out of the plane so that we could get to our connection flight, and they rebooked us on the next day flight, and told us to go to the business lounge and wait. when I tried to make a complaint, they didn't want to know. The compensation was 15,000 reward points, no apology, no care. On the flight the next day, the TV in front of us at the back of the plane did not work.",BUS 780,,,,,3,False,3.0,1
emirates,N Han,2020,2020-01-17,"✅ Trip Verified |  Hong Kong to Prague via Dubai. I could lie down and sleep in economy class because of the low load factor.  The aircraft was well-decorated and the legroom was satisfying. nThey have the best inflight entertainment system. The tickets were relatively cheap. The cabin crew were generally friendly. Dubai is not a passenger-friendly airport. It is quite frustrating to travel around. The airport is  massive but the train does not run through the entire airport. The cabin crew had not been too eager to serve. They sat in the galley for most of the time. When a passenger needed anything, instead of hitting the bell, they went to the galley and ask for their needs. The toilets were quite dirty. Although it takes 8 hours to fly from Hong Kong to Dubai, they only serve two meals (one hot and one cold).  Passengers needed to wait for 6 hours for another meal.",A380,,,,,3,False,5.0,3
emirates,M Galirez,2020,2020-01-15,"✅ Trip Verified |  Barcelona to Mexico City. I boarded Emirates flight EK255 at Barcelona airport. We were assigned D19 gate, once the boarding started they made us go down a spiral staircase to the exterior, to wait for a bus to arrive after fifteen minutes to a far away location from to board by steps.  The unacceptable fact is that once the passengers got off the bus, soaking under the storm, the crew hindered the traffic, stopping the passengers outside the airplane access door to check their documents before allowing entry, despite having credited our access at the boarding gate and when boarding the bus. It is ridiculous that security measures are so poorly coordinated that they need to check the boarding passes three times. After twenty minutes under the rain, I managed to enter the plane. Before occupying my seat seat -7K- right next to the door, a second flight attendant asked me for my boarding pass, preventing me from sitting until I showed it. It was a pleasant experience to arrive in Spain by Aeromexico, while leaving with Emirates has been a terrible disappointment.",Couple Leisure,,,,4.0,4,False,3.0,2
emirates,Francois Stofberg,2020,2020-01-15,"✅ Trip Verified |  Johannesburg to San Francisco via Dubai. I traveled to San Francisco  for important business meetings. After experiencing almost 4 hours of delays I was informed on my arrival (12 Jan. 2020) in SF, Emirates informed me that my baggage had been lost. I was asked to complete a form and was told that the bag would be delivered to my hotel the next day. This was already upsetting because I didn't have clean clothes and would be attending my first meeting the following morning. I was forced to buy a clean set of clothes. After being told that Emirates would be in contact with me, and having heard nothing from the company I decided to call them later that day, only to find out that my baggage would only arrive the next day (14 Jan. 2020). As upsetting as this was, I didn't want to spend more money to rectify their mistake, so I borrowed a set of clothes from my colleague for our meetings the following day. Once again, not hearing anything from Emirates, I called them the morning of the 14th to ensure that everything will be taken care of. However, when I returned to my hotel later the afternoon my bag still was not delivered. Once again, I called Emirates just to hear that there was not anything they could do to resolve my issue, I was simply asked to wait. Now I will have to spend more money fixing their mistake. The lack service, communication and professionalism I received from Emirates has been distasteful. There has been no effort from their side to rectify their mistake, which is appalling for a company who consider themselves a leader in business travel. For this reason, I believe one should rather avoid using their services if you are time-pressed and have important meetings to attend.",Solo Leisure,,,,1.0,1,False,1.0,1
emirates,S Kan,2020,2020-01-13,"✅ Trip Verified |  Brisbane to Singapore. Five star pricing but two star hospitality. Once the passengers boarded the plane and after the crew members checked everything was all good, the crew  were nowhere to be found until the last 90 minutes before arrival, which was the meal service time. The experience during the meal service was unpleasant and chaotic, you can see the crew were rushing. In flight entertainment screen resolution was bad.",Boeing 777,,,,,2,False,4.0,1
emirates,Tim Patrick,2020,2020-01-13,"Not Verified | Hong Kong to Mauritius via Dubai. Emirates check-in at HK fast. Very early flight, they don't do the day before check-in anymore. Lounge huge, well-stocked and near the gate. 777 was half empty, lovely service from the crew. Breakfast really small, lunch was huge, very tasty. TV and all tech good, seat and cabin clean. Limo service excellent, really slick. A380 to Mauritius is excellent. Drinks in the bar with a friendly crew. Food is excellent, great drinks choice. More bathrooms. Return to Dubai same, very good. Return to Hk excellent. They have a much higher crew ratio than CX. Everything very good. App worked really well and honestly CX should take notes.",A380 / Boeing 777,,,,,5,False,5.0,5
emirates,Yasmine Hussam,2020,2020-01-12,"✅ Trip Verified |  Cairo to Dubai. Has been more than 5 hours now waiting at check in counter to board on the 12:25pm flight. Initially we were advised the flight is cancelled and they are checking for alternatives. We were surprised to know that other passengers with us were secured seats on the next flight and already checked in! Until now we dont have any answer or information on what to do next and Emirates airlines employees refuse to give us any information and some are very rude. In addition, the Emirates application keeps on changing the flight time every 2 hrs from 12:25 to 14:00 to 16:29 to 17:00 which is very misleading and frustrating!",Family Leisure,,,,3.0,4,False,2.0,2
emirates,K Hargul,2020,2020-01-11,✅ Trip Verified |  Sydney to Nairobi via Dubai. My seat did not recline. No help from staff. My 3rd flight with Emirates in a row where there has been a problem. Standards have fallen below requirement. And good luck getting a response from their team afterwards.,A380,,,,,3,False,1.0,1
emirates,P Kamalatis,2020,2020-01-11,"✅ Trip Verified |  Had checked in on-line for an 11:50 Dubai to Athens flight on Dec 11th. My taxi arrived at 10:40 due to the unusually heavy rain that day. Run to drop off my luggage. An Emirates employee tried to call for about 5 minutes boarding, without any reply. Then he refused to put me on the flight and said ‘sorry you are 2 minutes late’.  Didn’t try to find a solution. Asked me to file a complaint, send back a standardized reply about timings and not referring to any of my questions. Emirates people smile and talk nicely, but when things get serious they really don’t care about their customer, have no empathy, make mistakes and even worse pretend to care. Shiny on the outside, irresponsible on the inside.",Business,,,,4.0,4,False,3.0,4
emirates,Bruno Matos,2020,2020-01-10,"✅ Trip Verified |  Seriously disappointing. I got extremely bad in-flight service from Dubai to Lisbon. Crew did not seem to know what they are doing, food was very bad, no drinks served in a timely manner.",Boeing 777-200,,,,,1,False,4.0,1
emirates,Michelle Djong,2020,2020-01-09,"✅ Trip Verified |  I regret selecting Emirates over Qatar Airways because I was flying Muscat to Singapore via Dubai and due to a delayed first leg I had to rush to my next flight. While I made it to the gate on time, I was upset because my seat had been given away and I was rebooked on the next flight. This is also not the first overbooking incident that I have heard of. This is unacceptable as the decision for that was taken out of my hands. Having arrived at the boarding gate on time and being told that my seat was given to someone else was upsetting. When I finally got on the plane at 1.05am, there were a lot of issues with seating allocation since some families and couples were separated as well.",Solo Leisure,,,,4.0,3,False,4.0,3
